Postcode,Suburb,Type,Price,Distance,Rooms,Bathroom,Car,BuildingArea,Landsize,zipcode,rent_price_mean,rent_price_median,rent_price_min,rent_price_max,rent_price_count,rent_rating_mean,rent_rating_median,rent_rating_min,rent_rating_max
3025,Altona North,h,916000.0,11.1,3,1.0,2.0,109.0,606.0,,,,,,,,,,
3025,Altona North,h,910000.0,11.1,3,1.0,3.0,132.0,535.0,,,,,,,,,,
3143,Armadale,u,480000.0,6.3,2,1.0,1.0,66.23,0.0,,,,,,,,,,
3143,Armadale,u,852000.0,6.3,2,1.0,1.0,74.0,869.0,,,,,,,,,,
3143,Armadale,u,405000.0,6.3,1,1.0,0.0,48.0,0.0,,,,,,,,,,
3032,Ascot Vale,h,2100000.0,5.9,5,3.0,3.0,274.0,468.0,3032,81.66666666666667,89.0,60.0,96.0,3.0,77.0,77.0,77.0,77.0
3032,Ascot Vale,h,1435000.0,5.9,3,1.0,1.0,155.0,450.0,3032,81.66666666666667,89.0,60.0,96.0,3.0,77.0,77.0,77.0,77.0
3032,Ascot Vale,h,1020000.0,5.9,2,1.0,1.0,98.0,226.0,3032,81.66666666666667,89.0,60.0,96.0,3.0,77.0,77.0,77.0,77.0
3032,Ascot Vale,t,900000.0,5.9,4,3.0,2.0,159.0,0.0,3032,81.66666666666667,89.0,60.0,96.0,3.0,77.0,77.0,77.0,77.0
3147,Ashwood,h,1495000.0,12.2,2,1.0,2.0,95.0,803.0,,,,,,,,,,
3147,Ashwood,u,822000.0,12.2,2,1.0,1.0,59.0,78.0,,,,,,,,,,
3147,Ashwood,u,890000.0,12.2,3,2.0,2.0,130.0,235.0,,,,,,,,,,
3034,Avondale Heights,u,765000.0,10.5,3,2.0,1.0,150.0,292.0,,,,,,,,,,
3034,Avondale Heights,h,1300000.0,10.5,4,3.0,2.0,322.0,656.0,,,,,,,,,,
3034,Avondale Heights,h,760000.0,10.5,3,1.0,1.0,99.0,585.0,,,,,,,,,,
3104,Balwyn North,h,1900000.0,9.2,2,1.0,2.0,130.0,667.0,,,,,,,,,,
3104,Balwyn North,u,700000.0,9.2,3,1.0,1.0,120.0,350.0,,,,,,,,,,
3104,Balwyn North,h,1890000.0,9.2,4,3.0,2.0,227.0,636.0,,,,,,,,,,
3104,Balwyn North,h,1725000.0,9.2,4,3.0,2.0,213.0,627.0,,,,,,,,,,
3081,Bellfield,h,894000.0,9.5,3,2.0,3.0,101.51,601.0,,,,,,,,,,
3204,Bentleigh,t,1375000.0,13.0,3,3.0,2.0,194.0,338.0,,,,,,,,,,
3204,Bentleigh,u,725000.0,13.0,2,1.0,1.0,115.0,0.0,,,,,,,,,,
3165,Bentleigh East,h,1515000.0,13.9,4,3.0,2.0,200.0,635.0,,,,,,,,,,
3165,Bentleigh East,h,986000.0,13.9,3,1.0,3.0,100.0,337.0,,,,,,,,,,
3165,Bentleigh East,t,1225000.0,13.9,3,2.0,2.0,180.0,372.0,,,,,,,,,,
3165,Bentleigh East,h,810000.0,13.9,3,1.0,1.0,105.0,294.0,,,,,,,,,,
3165,Bentleigh East,u,535000.0,13.9,2,1.0,1.0,68.11,1026.0,,,,,,,,,,
3165,Bentleigh East,h,1292000.0,13.9,4,1.0,2.0,161.0,587.0,,,,,,,,,,
3165,Bentleigh East,h,1165000.0,13.9,3,1.0,2.0,158.0,589.0,,,,,,,,,,
3165,Bentleigh East,h,959000.0,13.9,3,2.0,2.0,119.0,557.0,,,,,,,,,,
3128,Box Hill,u,780000.0,13.1,2,1.0,1.0,80.0,171.0,,,,,,,,,,
3128,Box Hill,h,1760000.0,13.1,3,1.0,2.0,152.0,689.0,,,,,,,,,,
3128,Box Hill,h,2080000.0,13.1,3,2.0,2.0,158.0,693.0,,,,,,,,,,
3019,Braybrook,h,610000.0,10.8,2,1.0,2.0,74.0,555.0,,,,,,,,,,
3019,Braybrook,h,760000.0,10.8,2,1.0,1.0,82.0,604.0,,,,,,,,,,
3019,Braybrook,t,441700.0,10.8,3,2.0,1.0,107.0,145.0,,,,,,,,,,
3019,Braybrook,h,1000000.0,10.8,4,3.0,2.0,319.0,475.0,,,,,,,,,,
3186,Brighton,h,2575000.0,11.2,3,2.0,2.0,195.0,517.0,,,,,,,,,,
3186,Brighton,t,2900000.0,11.2,4,4.0,2.0,292.0,473.0,,,,,,,,,,
3186,Brighton,h,2225000.0,11.2,3,2.0,2.0,167.0,0.0,,,,,,,,,,
3186,Brighton,t,975000.0,11.2,2,1.0,1.0,182.0,444.0,,,,,,,,,,
3186,Brighton,h,4225000.0,11.2,4,2.0,2.0,333.0,920.0,,,,,,,,,,
3186,Brighton,t,2100000.0,11.2,3,2.0,4.0,145.0,0.0,,,,,,,,,,
3186,Brighton,u,520000.0,11.2,2,1.0,1.0,73.0,1647.0,,,,,,,,,,
3186,Brighton,h,2000000.0,11.2,4,2.0,2.0,283.0,286.0,,,,,,,,,,
3186,Brighton,t,1990000.0,11.2,3,2.0,2.0,189.0,0.0,,,,,,,,,,
3186,Brighton,h,3025000.0,11.2,3,2.0,4.0,195.0,649.0,,,,,,,,,,
3186,Brighton,u,1221000.0,11.2,3,2.0,2.0,109.0,0.0,,,,,,,,,,
3187,Brighton East,h,2140000.0,10.7,5,2.0,2.0,206.0,780.0,,,,,,,,,,
3187,Brighton East,h,1635000.0,10.7,3,1.0,1.0,131.0,597.0,,,,,,,,,,
3187,Brighton East,t,1700000.0,10.7,4,3.0,2.0,118.0,312.0,,,,,,,,,,
3187,Brighton East,h,1900000.0,10.7,5,3.0,2.0,271.0,583.0,,,,,,,,,,
3187,Brighton East,t,972000.0,10.7,3,2.0,1.0,160.0,119.0,,,,,,,,,,
3056,Brunswick,h,1652000.0,5.2,3,1.0,2.0,196.8,506.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,u,735000.0,5.2,2,1.0,2.0,77.0,173.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,h,1210000.0,5.2,3,1.0,0.0,112.0,282.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,u,528000.0,5.2,1,1.0,1.0,58.0,0.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,h,1115000.0,5.2,3,1.0,1.0,116.0,249.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,u,320000.0,5.2,2,1.0,1.0,48.0,638.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,h,1260000.0,5.2,3,2.0,1.0,120.0,192.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,h,1210000.0,5.2,4,2.0,1.0,200.0,373.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,h,1385000.0,5.2,4,2.0,4.0,173.45,650.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,t,981000.0,5.2,3,2.0,1.0,140.0,122.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,u,418000.0,5.2,1,1.0,1.0,51.0,0.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,u,585000.0,5.2,2,1.0,1.0,258.0,430.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,h,1900000.0,5.2,4,3.0,2.0,212.0,0.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,h,884000.0,5.2,2,1.0,0.0,75.0,148.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3056,Brunswick,u,480000.0,5.2,2,1.0,1.0,57.0,557.0,3056,89.5,74.0,60.0,150.0,4.0,92.0,92.0,84.0,100.0
3057,Brunswick East,h,1310000.0,4.5,4,1.0,2.0,159.0,449.0,,,,,,,,,,
3057,Brunswick East,h,1283000.0,4.5,2,1.0,1.0,109.0,263.0,,,,,,,,,,
3057,Brunswick East,h,1015000.0,4.5,2,1.0,0.0,67.0,137.0,,,,,,,,,,
3057,Brunswick East,u,435000.0,4.5,2,1.0,1.0,70.0,0.0,,,,,,,,,,
3057,Brunswick East,u,835000.0,4.5,2,1.0,2.0,96.0,0.0,,,,,,,,,,
3057,Brunswick East,h,1500000.0,4.5,3,1.0,3.0,125.0,446.0,,,,,,,,,,
3055,Brunswick West,u,407500.0,5.9,2,1.0,1.0,67.0,1097.0,3055,78.33333333333333,73.0,66.0,96.0,3.0,93.0,93.0,89.0,97.0
3055,Brunswick West,h,825000.0,5.9,2,1.0,0.0,77.0,207.0,3055,78.33333333333333,73.0,66.0,96.0,3.0,93.0,93.0,89.0,97.0
3055,Brunswick West,h,645000.0,5.9,3,3.0,1.0,109.0,131.0,3055,78.33333333333333,73.0,66.0,96.0,3.0,93.0,93.0,89.0,97.0
3055,Brunswick West,h,1220000.0,5.9,3,1.0,1.0,113.0,335.0,3055,78.33333333333333,73.0,66.0,96.0,3.0,93.0,93.0,89.0,97.0
3055,Brunswick West,h,1100000.0,5.9,3,2.0,1.0,139.0,169.0,3055,78.33333333333333,73.0,66.0,96.0,3.0,93.0,93.0,89.0,97.0
3055,Brunswick West,t,670000.0,5.9,3,1.0,2.0,104.0,109.0,3055,78.33333333333333,73.0,66.0,96.0,3.0,93.0,93.0,89.0,97.0
3055,Brunswick West,u,640000.0,5.9,2,1.0,1.0,57.0,559.0,3055,78.33333333333333,73.0,66.0,96.0,3.0,93.0,93.0,89.0,97.0
3055,Brunswick West,h,545000.0,5.9,2,1.0,1.0,59.0,0.0,3055,78.33333333333333,73.0,66.0,96.0,3.0,93.0,93.0,89.0,97.0
3055,Brunswick West,h,1205000.0,5.9,4,2.0,2.0,160.0,518.0,3055,78.33333333333333,73.0,66.0,96.0,3.0,93.0,93.0,89.0,97.0
3105,Bulleen,u,860000.0,11.8,3,1.0,1.0,110.0,0.0,,,,,,,,,,
3105,Bulleen,t,599900.0,11.8,2,1.0,2.0,76.0,135.0,,,,,,,,,,
3105,Bulleen,t,910000.0,11.8,4,2.0,2.0,133.0,190.0,,,,,,,,,,
3105,Bulleen,h,1100000.0,11.8,3,2.0,3.0,143.0,709.0,,,,,,,,,,
3105,Bulleen,h,1730000.0,11.8,5,4.0,4.0,185.0,564.0,,,,,,,,,,
3125,Burwood,t,975000.0,11.7,3,2.0,2.0,150.0,267.0,,,,,,,,,,
3125,Burwood,h,870000.0,11.7,2,1.0,1.0,160.0,271.0,,,,,,,,,,
3125,Burwood,h,1815000.0,11.7,2,1.0,1.0,196.0,698.0,,,,,,,,,,
3125,Burwood,h,1590000.0,11.7,3,2.0,4.0,179.3,862.0,,,,,,,,,,
3125,Burwood,h,1601000.0,11.7,4,2.0,1.0,165.0,863.0,,,,,,,,,,
3125,Burwood,h,1225000.0,11.7,5,1.0,2.0,182.0,633.0,,,,,,,,,,
3124,Camberwell,h,1930000.0,7.8,3,1.0,2.0,116.0,643.0,,,,,,,,,,
3124,Camberwell,h,2216000.0,7.8,4,2.0,0.0,176.0,670.0,,,,,,,,,,
3124,Camberwell,h,2110000.0,7.8,4,1.0,3.0,150.0,572.0,,,,,,,,,,
3124,Camberwell,h,1900000.0,7.8,2,1.0,3.0,134.3,633.0,,,,,,,,,,
3124,Camberwell,h,1620000.0,7.8,3,2.0,2.0,155.0,575.0,,,,,,,,,,
3124,Camberwell,h,3550000.0,7.8,4,2.0,1.0,251.0,790.0,,,,,,,,,,
3124,Camberwell,h,1905000.0,7.8,3,1.0,2.0,145.0,400.0,,,,,,,,,,
3124,Camberwell,h,2990000.0,7.8,4,2.0,2.0,280.0,742.0,,,,,,,,,,
3124,Camberwell,u,835000.0,7.8,3,1.0,1.0,85.0,112.0,,,,,,,,,,
3126,Canterbury,h,3725000.0,9.0,3,2.0,2.0,250.0,857.0,,,,,,,,,,
3054,Carlton North,h,3450000.0,3.2,4,2.0,1.0,203.0,515.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3054,Carlton North,h,1290000.0,3.2,2,1.0,0.0,76.77,119.0,3054,145.27272727272728,165.0,30.0,174.0,11.0,93.72727272727273,92.0,89.0,100.0
3163,Carnegie,u,635000.0,11.4,2,1.0,1.0,73.0,0.0,,,,,,,,,,
3163,Carnegie,u,305000.0,11.4,1,1.0,1.0,46.0,0.0,,,,,,,,,,
3163,Carnegie,h,1200000.0,11.4,3,2.0,2.0,156.0,515.0,,,,,,,,,,
3163,Carnegie,u,945000.0,11.4,3,1.0,2.0,100.0,1103.0,,,,,,,,,,
3163,Carnegie,h,1667000.0,11.4,4,2.0,2.0,193.0,615.0,,,,,,,,,,
3163,Carnegie,u,330000.0,11.4,1,1.0,1.0,46.0,0.0,,,,,,,,,,
3163,Carnegie,u,577000.0,11.4,3,1.0,1.0,84.0,0.0,,,,,,,,,,
3161,Caulfield North,u,305000.0,8.1,1,1.0,1.0,43.0,750.0,,,,,,,,,,
3161,Caulfield North,u,742500.0,8.1,2,2.0,1.0,85.0,0.0,,,,,,,,,,
3162,Caulfield South,u,630000.0,9.3,2,1.0,1.0,71.0,0.0,,,,,,,,,,
3162,Caulfield South,h,1350000.0,9.3,3,2.0,1.0,129.0,305.0,,,,,,,,,,
3162,Caulfield South,u,490000.0,9.3,2,1.0,1.0,61.0,0.0,,,,,,,,,,
3148,Chadstone,u,701000.0,13.6,3,2.0,2.0,112.0,235.0,,,,,,,,,,
3148,Chadstone,t,905000.0,13.6,3,1.0,2.0,132.0,418.0,,,,,,,,,,
3148,Chadstone,u,988000.0,13.6,3,2.0,2.0,124.0,286.0,,,,,,,,,,
3148,Chadstone,t,820000.0,13.6,3,2.0,2.0,115.0,213.0,,,,,,,,,,
3068,Clifton Hill,h,1500000.0,3.4,3,1.0,1.0,127.0,230.0,,,,,,,,,,
3068,Clifton Hill,u,641000.0,3.4,2,1.0,1.0,90.0,72.0,,,,,,,,,,
3068,Clifton Hill,h,1250000.0,3.4,2,1.0,0.0,95.0,158.0,,,,,,,,,,
3068,Clifton Hill,h,1652500.0,3.4,3,1.0,0.0,170.0,276.0,,,,,,,,,,
3068,Clifton Hill,u,465000.0,3.4,1,1.0,1.0,45.0,0.0,,,,,,,,,,
3058,Coburg,u,495000.0,7.8,2,1.0,0.0,69.0,388.0,,,,,,,,,,
3058,Coburg,h,930000.0,7.8,2,1.0,0.0,106.2,275.0,,,,,,,,,,
3058,Coburg,t,781000.0,7.8,2,1.0,1.0,112.9,0.0,,,,,,,,,,
3058,Coburg,h,677776.0,7.8,2,1.0,2.0,64.0,0.0,,,,,,,,,,
3058,Coburg,t,824000.0,7.8,3,1.0,2.0,113.76,120.0,,,,,,,,,,
3058,Coburg,h,1500000.0,7.8,4,2.0,1.0,187.0,453.0,,,,,,,,,,
3058,Coburg,h,1005000.0,7.8,4,2.0,1.0,135.0,172.0,,,,,,,,,,
3058,Coburg,h,901000.0,7.8,4,2.0,1.0,123.0,398.0,,,,,,,,,,
3058,Coburg,h,990000.0,7.8,3,1.0,3.0,153.1,414.0,,,,,,,,,,
3058,Coburg,h,1250000.0,7.8,3,2.0,2.0,148.0,500.0,,,,,,,,,,
3058,Coburg,h,710000.0,7.8,3,1.0,1.0,120.0,160.0,,,,,,,,,,
3058,Coburg,h,1790000.0,7.8,5,3.0,2.0,108.0,635.0,,,,,,,,,,
3058,Coburg,u,650000.0,7.8,2,1.0,1.0,81.0,136.0,,,,,,,,,,
3058,Coburg,t,720000.0,7.8,3,2.0,2.0,112.0,531.0,,,,,,,,,,
3058,Coburg,t,720000.0,7.8,3,2.0,2.0,112.0,531.0,,,,,,,,,,
3066,Collingwood,u,535000.0,1.6,2,1.0,1.0,63.0,0.0,,,,,,,,,,
3066,Collingwood,h,888000.0,1.6,2,1.0,0.0,100.0,112.0,,,,,,,,,,
3066,Collingwood,u,1000000.0,1.6,3,2.0,2.0,148.0,0.0,,,,,,,,,,
3121,Cremorne,h,1350000.0,2.5,3,1.0,1.0,147.0,117.0,,,,,,,,,,
3108,Doncaster,h,1300000.0,13.9,4,2.0,2.0,185.0,872.0,,,,,,,,,,
3108,Doncaster,h,1400000.0,13.9,4,2.0,2.0,150.0,664.0,,,,,,,,,,
3108,Doncaster,h,1100000.0,13.9,4,3.0,2.0,170.0,661.0,,,,,,,,,,
3108,Doncaster,h,1355000.0,13.9,3,1.0,1.0,120.0,814.0,,,,,,,,,,
3040,Essendon,h,2020000.0,8.0,5,3.0,3.0,40.0,900.0,,,,,,,,,,
3040,Essendon,u,325000.0,8.0,1,1.0,1.0,50.0,0.0,,,,,,,,,,
3040,Essendon,h,1652000.0,8.0,5,2.0,1.0,196.0,697.0,,,,,,,,,,
3040,Essendon,h,1131000.0,8.0,3,1.0,1.0,135.0,387.0,,,,,,,,,,
3040,Essendon,u,450000.0,8.0,2,1.0,1.0,74.0,0.0,,,,,,,,,,
3040,Essendon,u,310000.0,8.0,1,1.0,1.0,45.0,845.0,,,,,,,,,,
3040,Essendon,u,700000.0,8.0,3,1.0,1.0,120.0,227.0,,,,,,,,,,
3040,Essendon,u,610000.0,8.0,2,1.0,1.0,75.0,0.0,,,,,,,,,,
3040,Essendon,h,960000.0,8.0,3,2.0,1.0,159.0,411.0,,,,,,,,,,
3040,Essendon,u,426500.0,8.0,1,1.0,1.0,53.0,62.0,,,,,,,,,,
3078,Fairfield,u,676000.0,5.8,2,1.0,1.0,87.0,0.0,,,,,,,,,,
3078,Fairfield,h,1500000.0,5.8,3,1.0,2.0,150.0,574.0,,,,,,,,,,
3060,Fawkner,h,660000.0,12.4,3,1.0,2.0,88.0,585.0,,,,,,,,,,
3060,Fawkner,h,741000.0,12.4,3,1.0,3.0,128.0,578.0,,,,,,,,,,
3060,Fawkner,u,532000.0,12.4,3,2.0,1.0,205.0,207.0,,,,,,,,,,
3060,Fawkner,h,1000000.0,12.4,3,1.0,2.0,120.0,1069.0,,,,,,,,,,
3060,Fawkner,u,328000.0,12.4,2,1.0,1.0,67.0,0.0,,,,,,,,,,
3060,Fawkner,t,543500.0,12.4,3,3.0,3.0,103.0,247.0,,,,,,,,,,
3068,Fitzroy North,u,330000.0,3.5,1,1.0,1.0,32.0,0.0,,,,,,,,,,
3068,Fitzroy North,h,846000.0,3.5,2,1.0,0.0,119.0,160.0,,,,,,,,,,
3068,Fitzroy North,h,1055000.0,3.5,2,1.0,0.0,85.2,192.0,,,,,,,,,,
3031,Flemington,h,1250000.0,4.4,3,2.0,2.0,140.0,226.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,h,953000.0,4.4,2,1.0,0.0,103.0,274.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,u,603000.0,4.4,2,1.0,1.0,96.0,0.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,h,940000.0,4.4,3,1.0,1.0,110.0,320.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,h,1550000.0,4.4,5,1.0,1.0,200.0,432.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,u,500000.0,4.4,2,1.0,1.0,72.9,0.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,u,450000.0,4.4,2,1.0,1.0,62.0,0.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,u,390000.0,4.4,2,1.0,1.0,55.0,472.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,h,1085000.0,4.4,3,1.0,1.0,132.0,180.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,h,1060000.0,4.4,2,1.0,0.0,75.0,209.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3031,Flemington,h,917000.0,4.4,3,1.0,0.0,136.0,143.0,3031,116.65573770491804,93.0,19.0,999.0,122.0,95.83908045977012,97.0,70.0,100.0
3011,Footscray,h,885000.0,6.4,2,1.0,0.0,99.5,267.0,,,,,,,,,,
3011,Footscray,t,485000.0,6.4,2,2.0,1.0,70.0,0.0,,,,,,,,,,
3011,Footscray,t,760000.0,6.4,3,1.0,1.0,3.0,219.0,,,,,,,,,,
3011,Footscray,h,871000.0,6.4,3,1.0,1.0,101.0,267.0,,,,,,,,,,
3011,Footscray,h,882000.0,6.4,2,1.0,0.0,80.0,172.0,,,,,,,,,,
3011,Footscray,h,895000.0,6.4,3,1.0,2.0,106.0,272.0,,,,,,,,,,
3163,Glen Huntly,u,260000.0,10.4,1,1.0,1.0,44.0,1162.0,,,,,,,,,,
3146,Glen Iris,h,1452000.0,9.2,3,2.0,2.0,184.0,269.0,,,,,,,,,,
3146,Glen Iris,h,1800000.0,9.2,3,1.0,3.0,138.0,732.0,,,,,,,,,,
3146,Glen Iris,t,1253000.0,9.2,3,2.0,2.0,131.0,0.0,,,,,,,,,,
3146,Glen Iris,h,1760000.0,9.2,4,3.0,3.0,160.0,622.0,,,,,,,,,,
3146,Glen Iris,h,3310000.0,9.2,3,3.0,2.0,265.0,662.0,,,,,,,,,,
3146,Glen Iris,h,1601000.0,9.2,3,1.0,2.0,102.0,453.0,,,,,,,,,,
3146,Glen Iris,u,910000.0,9.2,2,1.0,1.0,97.0,157.0,,,,,,,,,,
3046,Glenroy,h,780000.0,13.0,3,1.0,2.0,101.0,742.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,t,420000.0,13.0,2,2.0,1.0,82.0,1137.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,h,895000.0,13.0,3,1.0,2.0,148.0,697.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,h,885000.0,13.0,3,1.0,2.0,145.0,751.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,h,597500.0,13.0,3,1.0,2.0,84.0,663.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,h,822000.0,13.0,3,1.0,2.0,107.4,738.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,t,645000.0,13.0,5,1.0,1.0,152.0,227.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,t,595000.0,13.0,3,1.0,2.0,142.6,258.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,h,1050000.0,13.0,4,3.0,2.0,271.0,715.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,h,705000.0,13.0,3,1.0,2.0,110.0,694.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,u,590000.0,13.0,3,2.0,2.0,118.0,0.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,t,680000.0,13.0,3,2.0,2.0,133.0,243.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Glenroy,h,935000.0,13.0,3,1.0,2.0,176.0,666.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3046,Hadfield,h,740000.0,12.1,3,1.0,4.0,145.0,605.0,3046,42.0,42.0,42.0,42.0,1.0,100.0,100.0,100.0,100.0
3188,Hampton,t,837000.0,13.7,2,2.0,1.0,92.0,516.0,,,,,,,,,,
3188,Hampton,h,2500000.0,13.7,4,3.0,2.0,317.0,684.0,,,,,,,,,,
3188,Hampton,u,860000.0,13.7,2,1.0,1.0,90.0,90.0,,,,,,,,,,
3122,Hawthorn,h,1700000.0,4.6,3,1.0,2.0,132.0,338.0,3122,50.0,50.0,50.0,50.0,1.0,,,,
3122,Hawthorn,u,440000.0,4.6,1,1.0,1.0,51.0,0.0,3122,50.0,50.0,50.0,50.0,1.0,,,,
3122,Hawthorn,u,535000.0,4.6,1,1.0,1.0,50.0,918.0,3122,50.0,50.0,50.0,50.0,1.0,,,,
3122,Hawthorn,u,317500.0,4.6,1,1.0,0.0,55.0,0.0,3122,50.0,50.0,50.0,50.0,1.0,,,,
3122,Hawthorn,h,1800000.0,4.6,2,1.0,0.0,106.0,221.0,3122,50.0,50.0,50.0,50.0,1.0,,,,
3122,Hawthorn,u,275000.0,4.6,1,1.0,0.0,30.0,479.0,3122,50.0,50.0,50.0,50.0,1.0,,,,
3122,Hawthorn,h,1525000.0,4.6,3,1.0,0.0,134.0,269.0,3122,50.0,50.0,50.0,50.0,1.0,,,,
3122,Hawthorn,u,560000.0,4.6,2,1.0,0.0,82.3,0.0,3122,50.0,50.0,50.0,50.0,1.0,,,,
3123,Hawthorn East,t,1264000.0,7.5,3,2.0,2.0,187.0,0.0,,,,,,,,,,
3123,Hawthorn East,h,3600000.0,7.5,4,3.0,2.0,310.0,667.0,,,,,,,,,,
3123,Hawthorn East,h,2425000.0,7.5,4,2.0,2.0,278.0,729.0,,,,,,,,,,
3123,Hawthorn East,h,1405000.0,7.5,3,2.0,2.0,185.0,185.0,,,,,,,,,,
3123,Hawthorn East,h,2102000.0,7.5,3,2.0,1.0,126.0,271.0,,,,,,,,,,
3123,Hawthorn East,u,555000.0,7.5,2,1.0,2.0,64.0,0.0,,,,,,,,,,
3084,Heidelberg,h,1271000.0,10.6,3,2.0,2.0,171.0,330.0,,,,,,,,,,
3081,Heidelberg Heights,h,665000.0,10.5,2,1.0,1.0,84.0,263.0,,,,,,,,,,
3081,Heidelberg Heights,t,575000.0,10.5,3,1.0,2.0,91.0,192.0,,,,,,,,,,
3081,Heidelberg Heights,h,706000.0,10.5,4,1.0,2.0,113.0,374.0,,,,,,,,,,
3081,Heidelberg Heights,h,657000.0,10.5,3,1.0,1.0,95.0,317.0,,,,,,,,,,
3081,Heidelberg Heights,u,630000.0,10.5,3,2.0,1.0,123.0,0.0,,,,,,,,,,
3081,Heidelberg West,h,650000.0,9.4,2,1.0,2.0,81.0,465.0,,,,,,,,,,
3081,Heidelberg West,h,855000.0,9.4,3,1.0,2.0,99.0,658.0,,,,,,,,,,
3081,Heidelberg West,h,613000.0,9.4,2,1.0,0.0,74.0,391.0,,,,,,,,,,
3081,Heidelberg West,h,640000.0,9.4,3,1.0,2.0,200.0,476.0,,,,,,,,,,
3166,Hughesdale,t,1340000.0,13.0,4,4.0,2.0,255.79,370.0,,,,,,,,,,
3079,Ivanhoe,h,1410000.0,7.9,4,2.0,1.0,252.0,449.0,,,,,,,,,,
3079,Ivanhoe,h,1650000.0,7.9,4,2.0,1.0,185.0,589.0,,,,,,,,,,
3079,Ivanhoe,h,1851000.0,7.9,3,2.0,2.0,215.0,618.0,,,,,,,,,,
3079,Ivanhoe East,h,2325000.0,9.0,5,3.0,2.0,325.0,737.0,,,,,,,,,,
3079,Ivanhoe East,h,2400000.0,9.0,3,2.0,2.0,240.0,1132.0,,,,,,,,,,
3021,Kealba,h,646000.0,15.0,4,2.0,2.0,198.0,658.0,,,,,,,,,,
3033,Keilor East,h,843000.0,12.8,3,2.0,4.0,176.0,573.0,,,,,,,,,,
